metabolite_identification	QC-3	QC-4	QC-5	QC-6	QC-7	QC-8	QC-9	QC-10	AS1	AS2	AS3	AS4	AS5	AS6	AS7	AS8	AS9	AS10	AS11	AS12	AS13	AS14	AS15	AS16	AS17	AS18	AS19	AS20	AS21	AS22	AS23	AS24	AS25	AS26	AS27	AS28	AS29	AS30	AS31	AS32	AS33	AS34	AS35	AS36	AS37	AS38	AS39	AS40	FU1	FU2	FU3	FU4	FU5	FU6	FU7	FU8	FU9	FU10	FU11	FU12	FU13	FU14	FU15	FU16	FU17	FU18	FU19	FU20	FU21	FU22	FU23	FU24	FU25	FU26	FU27	FU28	FU29	FU30	FU31	FU32	FU33	FU34	FU35	FU36	FU37	FU38	FU39	FU40
3-pyridinol	0.095866438	0.102755947	0.111013763	0.108411927	0.114378984	0.117703124	0.113916707	0.118097251	0.157622079	0.134186255	0.130625336	0.140355957	0.123073947	0.141720838	0.126259256	0.130064712	0.120159129	0.135287196	0.112289268	0.12112707	0.12469467	0.115430803	0.12971872	0.133423879	0.115489826	0.116252122	0.125164904	0.101791462	0.103848791	0.113100299	0.127944943	0.126516304	0.12383059	0.120840275	0.120601362	0.107334938	0.105460966	0.113625015	0.10888401	0.112788763	0.115603711	0.13611104	0.114665036	0.120965495	0.136253367	0.109688916	0.12219703	0.099712123	0.167224598	0.128904124	0.129837312	0.110799804	0.118192357	0.116043221	0.114311842	0.114392836	0.115148982	0.119210225	0.116690429	0.115410528	0.142049555	0.125679777	0.12538006	0.115248003	0.128701474	0.128348085	0.135976858	0.116463709	0.119121852	0.152678782	0.126596931	0.127739918	0.11919228	0.112927647	0.117372412	0.111789538	0.118274367	0.124194274	0.113065766	0.103628993	0.129509588	0.14741627	0.13196383	0.135610892	0.154997569	0.129137964	0.126369824	0.135764475
"Butane-2,3-diol"	0.002893789	0.00289445	0.002911275	0.003127653	0.003226455	0.00329797	0.003361202	0.003130705	0.003962828	0.006529859	0.003616082	0.003755613	0.002300237	0.008099633	0.001844909	0.003781247	0.002786293	0.002342036	0.001546428	0.00197886	0.001489322	0.008248006	0.00169938	0.001470934	0.002727496	0.00140503	0.002317424	0.001090668	0.001140386	0.007318078	0.001281616	0.00179078	0.003412766	0.001357586	0.005389858	0.002037613	0.001852038	0.001538289	0.001991738	0.003425369	0.002074394	0.003463936	0.002271824	0.001189158	0.002273446	0.003280652	0.001922045	0.001313893	0.004850674	0.001694438	0.01785397	0.029380492	0.005288763	0.014202489	0.003521703	0.002540324	0.00805059	0.019478105	0.002325898	0.002986571	0.002983805	0.0030652	0.009584712	0.003289221	0.00541743	0.002724298	0.00574992	0.003632425	0.00282205	0.007148773	0.00557942	0.002067415	0.004328249	0.002802899	0.003038269	0.002554033	0.00308926	0.003069808	0.001502688	0.004067921	0.001281139	0.004432684	0.001458122	0.003096243	0.004958248	0.002327173	0.003388883	0.003556343
Malonic acid	0.015362321	0.015576616	0.016657361	0.017329469	0.018185473	0.018344543	0.019172409	0.019531516	0.019336861	0.017639785	0.016345793	0.016655375	0.018306384	0.01764992	0.017294142	0.017160497	0.017690865	0.018211879	0.018340205	0.018679671	0.016272007	0.01513207	0.015344474	0.015503413	0.016503951	0.016367614	0.01615482	0.015400883	0.015147095	0.016447367	0.018486764	0.017231653	0.015861673	0.016007026	0.019968555	0.020159934	0.019988008	0.021204158	0.02009196	0.020789512	0.021291573	0.021433747	0.02030284	0.020707934	0.021839041	0.020310906	0.021240213	0.01652542	0.022837605	0.019442815	0.018599073	0.018441297	0.018971034	0.018344412	0.018650694	0.01962698	0.01952667	0.019382839	0.019591292	0.018355396	0.020484311	0.016714325	0.018839435	0.018550925	0.020024796	0.020274977	0.021087811	0.019392914	0.019924214	0.023588196	0.019650113	0.01982697	0.020725704	0.018414398	0.018564739	0.016807574	0.019230103	0.019557523	0.018164859	0.018118552	0.019535992	0.022896628	0.020411875	0.022600395	0.022586317	0.019106989	0.019106226	0.022228759
Pyruvic acid	0.09095461	0.091267133	0.097781749	0.099568374	0.102637581	0.103437997	0.107294507	0.10887342	0.152825382	0.091938168	0.084412835	0.036543008	0.123189022	0.042004024	0.055228415	0.109373715	0.038031899	0.034357528	0.078137951	0.074130337	0.019739218	0.136966746	0.010190587	0.025229334	0.079893084	0.012574437	0.100255469	0.028313736	0.061200703	0.114100703	0.056619745	0.076085892	0.071399543	0.031309833	0.102246915	0.047014875	0.015905668	0.201768427	0.133181338	0.091852244	0.163821746	0.22837755	0.169599975	0.245046781	0.123576866	0.121119429	0.115649684	0.038373093	0.151266933	0.085333798	0.090379816	0.04455026	0.059154551	0.071837693	0.037430157	0.035428092	0.114411114	0.037624574	0.039424268	0.04521194	0.026779601	0.08600077	0.03460557	0.022372871	0.069396297	0.07930809	0.116429253	0.163837594	0.048658732	0.054424144	0.033247015	0.067849746	0.086402217	0.03889672	0.052081186	0.03394902	0.029793306	0.056728961	0.071529433	0.030420782	0.10364369	0.058793198	0.199620655	0.039769784	0.087281776	0.062367918	0.050936291	0.028648494
Tartaric acid	0.000302863	0.000354294	0.000345985	0.000341721	0.000352146	0.000350376	0.000352239	0.00029125	0.000134439	0.000168263	0.00019459	0.000154683	0.000239218	0.000207206	0.000266272	0.000182039	0.000278516	0.000294251	0.000304406	0.000323994	0.000243376	0.000243607	0.00028236	0.000314605	0.000257419	0.000295443	0.000250916	0.000265361	0.000337395	0.000331104	0.000332783	0.000293599	0.000272369	0.000298405	0.000499573	0.000544785	0.000502303	0.000477884	0.000460056	0.000585661	0.000534573	0.000491827	0.000545917	0.000513414	0.000518896	0.000440019	0.000523151	0.000212431	0.000448768	0.000401261	0.000354625	0.000376816	0.000355289	0.000372299	0.000388525	0.000402894	0.000292014	0.000400749	0.000388922	0.000438571	0.000410525	0.000234204	0.000236958	0.000248535	0.000264934	0.000267392	0.00026171	0.000264308	0.000285752	0.000270693	0.00026596	0.000292808	0.000246101	0.000256821	0.00027877	0.000296534	0.000401637	0.000391459	0.000370981	0.000351768	0.000309671	0.000391862	0.000397935	0.000435954	0.000448835	0.000367018	0.000342234	0.000419351
Diethylcarbamic acid	0.246995068	0.245624299	0.258359438	0.262298472	0.270825619	0.2721789	0.28129987	0.286976986	0.257900996	0.245317565	0.234189869	0.227228782	0.266193678	0.247531908	0.26609991	0.244120027	0.271956619	0.282686597	0.274547077	0.275490278	0.242059675	0.229421724	0.243560439	0.251686226	0.248917208	0.252230591	0.232019225	0.239909444	0.238366158	0.242863266	0.277625182	0.249604608	0.243373518	0.252077748	0.276621804	0.280048228	0.278279177	0.291503117	0.273068636	0.290875609	0.287318716	0.275129286	0.272076991	0.280816307	0.297847916	0.267892406	0.285705903	0.233543089	0.340808929	0.292795487	0.278616935	0.283932303	0.285609088	0.267766968	0.284751538	0.289703648	0.266836462	0.301303578	0.295416065	0.284795341	0.310127173	0.243095334	0.269174891	0.27449397	0.287759756	0.28008429	0.288593056	0.2682784	0.279288589	0.326990407	0.284286496	0.275252271	0.29025965	0.269987792	0.272270386	0.199633869	0.244914081	0.240896211	0.213435461	0.229984944	0.227139016	0.289105872	0.244904869	0.291919928	0.287011193	0.284646014	0.244617303	0.288444968
Phenol	0.001232741	0.001116316	0.001147508	0.0011681	0.001173829	0.001212272	0.001236099	0.001269147	0.000848901	0.002527206	0.001287785	0.00135305	0.00165669	0.000656642	0.001450284	0.001034354	0.003642002	0.00124911	0.000775106	0.000753188	0.00060069	0.001772437	0.000437395	0.000581124	0.000689406	0.001127148	0.000487571	0.00230153	0.000742689	0.00045983	0.00052233	0.000623849	0.001609799	0.000548651	0.000544273	0.000663735	0.001391857	0.001958023	0.001186913	0.001009393	0.001383609	0.000667267	0.000784558	0.001415032	0.001515676	0.001537273	0.001591899	0.001603844	0.000991381	0.001128659	0.000738452	0.000737582	0.001035288	0.000784569	0.001092901	0.001838108	0.000935917	0.000893068	0.000846083	0.000703436	0.000778499	0.000437512	0.000741926	0.000482902	0.000853047	0.000956086	0.001079223	0.002391931	0.000826732	0.000996783	0.0007605	0.000558668	0.000624354	0.000862423	0.000574181	0.001611272	0.000561802	0.001805375	0.000917546	0.000664357	0.001116443	0.000766021	0.001280754	0.001470311	0.001111625	0.001332538	0.002931082	0.000882041
L-lactic acid	2.453115147	2.491548106	2.493826029	2.481822016	2.474995572	2.488725299	2.49414217	2.483286905	2.536693271	2.140564467	2.170190995	1.560020471	2.482413384	1.82146396	3.404246904	2.069370547	2.226771533	1.848198289	1.887988649	2.125250229	2.030541013	2.394182455	2.304054999	2.313463177	2.31178388	2.627008121	2.210955276	2.724164156	1.854814024	2.396321311	3.38895423	3.598910759	2.778982549	3.215026885	3.339064439	2.309314976	1.923056531	2.784406944	2.881252069	2.374655139	2.889767223	4.192795471	3.519389373	3.071674173	2.330193844	2.8075753	2.606858666	2.555882381	2.59576821	2.369541472	3.223604997	2.657566028	2.539647886	2.86808234	2.309680061	3.736833805	2.460379032	2.290889794	2.160579668	2.089027563	3.623412679	3.124024794	2.532612503	1.823180232	2.42831608	2.606092475	2.620270651	3.272780177	2.390645595	2.400854223	1.930296213	2.36287629	2.569156963	2.732525176	2.223397019	3.348614261	1.905458319	2.089378491	1.827676979	1.876292008	3.22070729	2.5597754	3.117981014	2.273393741	2.935214074	2.390987209	3.479461776	2.110862064
Cis-caffeic acid	0.001704431	0.001677186	0.001682499	0.001713574	0.001573795	0.001611277	0.001509633	0.001479198	0.001604115	0.001609562	0.001568961	0.001611416	0.001694594	0.001657537	0.001620232	0.001586875	0.001748828	0.001718283	0.001722714	0.001720599	0.001754304	0.001742604	0.001704715	0.001723735	0.001734838	0.001742709	0.001725775	0.001669708	0.001719336	0.001657531	0.001760766	0.001559408	0.001700221	0.001724383	0.000478768	0.001724744	0.001696329	0.001686136	0.001550714	0.001759645	0.001700976	0.001509005	0.001486187	0.001715292	0.001693909	0.001658391	0.001751818	0.001574455	0.001907684	0.001997269	0.001840267	0.002037613	0.001984005	0.001926028	0.002019937	0.001872042	0.001871048	0.002037741	0.001993549	0.002108266	0.001904031	0.001913056	0.001962036	0.002028508	0.002024982	0.001990559	0.002103794	0.00190776	0.002041812	0.001987547	0.002069598	0.002049003	0.002081698	0.002027194	0.002098732	0.001682725	0.002119624	0.002015242	0.002121958	0.00204722	0.001892363	0.002155566	0.001990484	0.002099596	0.002044097	0.001973638	0.001729395	0.00206465
Carbamic acid	0.058327656	0.060160227	0.062270477	0.062289554	0.0653737	0.071593889	0.06556176	0.071019289	0.072420439	0.096919	0.07754083	0.092727331	0.074503501	0.110617563	0.067382578	0.113388301	0.051519687	0.072109725	0.047789154	0.056097347	0.060284256	0.078010038	0.057903374	0.08447762	0.07421623	0.050027698	0.072361471	0.05275209	0.049772279	0.094408708	0.057567459	0.059379874	0.05852358	0.067863049	0.053788309	0.051476331	0.048412873	0.106201481	0.147738214	0.126946456	0.054493296	0.132199683	0.06758006	0.055058785	0.065358151	0.094044772	0.057928598	0.059014579	0.121462724	0.096637461	0.129253453	0.27049164	0.149174266	0.080676839	0.214166859	0.079916286	0.102958503	0.22802109	0.161015269	0.207115536	0.181338788	0.090397958	0.134775886	0.171830395	0.159730496	0.059115757	0.063278009	0.061170055	0.090215615	0.176955933	0.208885188	0.065479084	0.120338059	0.140075764	0.139811333	0.056008537	0.115890223	0.080095543	0.062676225	0.113735314	0.049113805	0.148940144	0.068344092	0.238541806	0.181113799	0.109692514	0.169048626	0.280261278
4-methylvaleric acid	0.001299797	0.001348365	0.001366312	0.001389658	0.001567654	0.001631998	0.001671719	0.001797993	0.001397957	0.001245278	0.00098386	0.001055714	0.000821979	0.001017676	0.001186519	0.001081368	0.001308636	0.001054976	0.001062071	0.000913562	0.001174244	0.001120496	0.001836	0.001843403	0.001359927	0.001944772	0.001002573	0.002417917	0.001018765	0.001171387	0.00114517	0.001328308	0.001644309	0.001753586	0.001534241	0.001717859	0.001482391	0.001447366	0.001686736	0.001454268	0.00151436	0.001440792	0.001567236	0.001249373	0.001682823	0.001463013	0.001417595	0.001234054	0.001638225	0.001562683	0.001316945	0.001373107	0.001512397	0.001169491	0.001661829	0.00127053	0.001463142	0.001651075	0.001376099	0.001410633	0.001745004	0.001152646	0.001461511	0.001376639	0.001173652	0.001547116	0.00122197	0.001381519	0.001281406	0.001379436	0.001357869	0.00106474	0.001154994	0.001209979	0.001117209	0.001671886	0.001224734	0.000987983	0.001109755	0.000883139	0.001068899	0.001376539	0.001373827	0.001085684	0.001070984	0.001140834	0.001268655	0.001141326
Glycolic acid	0.024846941	0.025905978	0.027197766	0.027433414	0.028532641	0.030161999	0.031571924	0.033470509	0.031903142	0.026263462	0.018355526	0.022284438	0.021420061	0.024104822	0.029161978	0.030253737	0.0231087	0.022570707	0.0292159	0.024408315	0.018359834	0.028685357	0.021863404	0.019191623	0.025157658	0.022552965	0.020928753	0.024419159	0.019225502	0.02645337	0.02558386	0.021353276	0.019890057	0.02321214	0.02341519	0.02282592	0.017967211	0.033185293	0.029033649	0.029929039	0.030726983	0.027163482	0.031472657	0.034266981	0.035259603	0.028401402	0.030630913	0.024311579	0.055851766	0.024046462	0.030153965	0.036578064	0.019698819	0.040081161	0.043787744	0.034378724	0.034105752	0.073202003	0.025715948	0.028396099	0.030854886	0.036501125	0.023645589	0.023887823	0.029067222	0.029788206	0.035747344	0.032105952	0.022271323	0.034107339	0.039423571	0.024715605	0.028371827	0.027291662	0.033950345	0.026418436	0.027485305	0.027866691	0.026551993	0.032821343	0.026610661	0.042433207	0.035952238	0.028218003	0.041006917	0.032057559	0.03386503	0.034118223
"2,2-dimethylpropane-1,3-diol"	0.007459485	0.00751075	0.007760255	0.007880601	0.008201584	0.008107874	0.008428827	0.008428987	0.000472344	0.000465625	0.000318989	0.000411647	0.000305199	0.000340529	0.000362565	0.000520886	0.037006435	0.000312673	0.000517013	0.00035546	0.057187238	0.000415552	0.076282901	0.069682704	0.000369808	0.131715757	0.000393179	0.124491458	0.000496892	0.000732713	0.000375969	0.000630063	0.000390161	0.000293057	0.0002699	0.000264547	0.000436837	0.00096771	0.000474427	0.000380171	0.000359323	0.00044592	0.000320947	0.000349689	0.000555944	0.000544853	0.000534237	0.000693506	0.000917078	0.000379898	0.000660901	0.000530244	0.000554645	0.00036861	0.000430914	0.000399369	0.000358755	0.000418143	0.000550192	0.00059582	0.000422048	0.000588444	0.000338063	0.00073136	0.000674406	0.000410355	0.000590334	0.000493298	0.000332188	0.000352931	0.000494216	0.000411329	0.000376078	0.000392881	0.000290431	0.000452809	0.00033676	0.000418423	0.000349147	0.0003136	0.000321191	0.000723059	0.000397927	0.00041354	0.000831397	0.000440619	0.000880372	0.000461057
2-oxo-propanoic acid	0.004737361	0.004728293	0.005914366	0.005011286	0.005906444	0.006123557	0.005436074	0.006282827	0.00560962	0.00399157	0.004795566	0.002410232	0.002579811	0.004694785	0.005057207	0.008856614	0.002875734	0.005583676	0.007210123	0.009647875	0.002416973	0.002829737	0.003214497	0.002009919	0.009447407	0.003914912	0.0040041	0.006458555	0.005612008	0.006497117	0.005152928	0.00741502	0.004871798	0.006572595	0.005576498	0.007713984	0.004573325	0.007010516	0.011316782	0.022517714	0.02354315	0.006273439	0.034431651	0.019536534	0.008358459	0.005383971	0.006018517	0.004890549	0.026043443	0.025679931	0.029205572	0.034853806	0.046668226	0.019811842	0.045289608	0.026795029	0.004475011	0.037293844	0.025552958	0.02908803	0.024101268	0.042644442	0.03457118	0.025930808	0.053553198	0.004398904	0.005923691	0.005969127	0.014851949	0.011039527	0.02205013	0.025143133	0.072503632	0.026745057	0.045079656	0.005145483	0.016428847	0.024783028	0.005776858	0.020019489	0.005475482	0.022887725	0.015560825	0.031196934	0.041147749	0.011635095	0.005359276	0.027967344
Resorcinol	0.002643905	0.002486435	0.002744513	0.002729824	0.002865024	0.00273254	0.002853004	0.002946694	0.003587594	0.003584497	0.003597869	0.00330915	0.004650488	0.003702758	0.003504498	0.003313776	0.00325945	0.003594663	0.002963621	0.003075081	0.002764445	0.002916075	0.003401604	0.003775367	0.003808018	0.003326861	0.003124964	0.003119729	0.003050911	0.003365768	0.003879806	0.003310015	0.003172458	0.003107596	0.002765599	0.003205496	0.003135719	0.003354812	0.002870049	0.003043135	0.003290434	0.00344727	0.002950695	0.003152555	0.003253061	0.002876095	0.003208513	0.001939446	0.004328273	0.004032569	0.003622231	0.003489638	0.003343964	0.00306646	0.003593074	0.003667101	0.003603828	0.003594544	0.003927295	0.003499996	0.003589757	0.003033086	0.003325064	0.003665806	0.003460017	0.003921305	0.003720174	0.003614126	0.003726293	0.00435042	0.003806521	0.003687965	0.003659213	0.003437929	0.003097213	0.003346147	0.003624946	0.00348454	0.003107566	0.003138489	0.003550422	0.004346658	0.003629522	0.004201893	0.00411927	0.001775751	0.003202447	0.004018561
Maleimide	0.002460614	0.002707015	0.002769496	0.002894826	0.003008737	0.002980563	0.003216505	0.003412672	0.003861916	0.003560407	0.002015408	0.002589225	0.003221897	0.002866654	0.001878738	0.003209464	0.006410184	0.003113751	0.003011748	0.005948488	0.006162037	0.002274472	0.006671156	0.00516953	0.002305812	0.00477358	0.001997672	0.004621799	0.002124331	0.001818528	0.002842546	0.002466236	0.001967847	0.002848654	0.00215997	0.001878524	0.002094516	0.003114665	0.005908642	0.002655926	0.003269627	0.003785016	0.004107618	0.003230228	0.0037202	0.003632727	0.003425131	0.002569087	0.005131535	0.003808659	0.002636749	0.004178405	0.003993921	0.003431854	0.002937663	0.002491579	0.002980364	0.003013576	0.003915226	0.003225521	0.00308363	0.002132149	0.002794835	0.002680653	0.003636459	0.003549146	0.003124541	0.002689524	0.002598508	0.003565507	0.003473816	0.002831476	0.003269646	0.003387834	0.002705971	0.002633469	0.002782199	0.003500035	0.004171292	0.002122873	0.003795664	0.003823153	0.005039547	0.004543311	0.004052947	0.003154726	0.003322124	0.003201797
2-ketobutyric acid	0.002686636	0.002423731	0.002790925	0.002816669	0.002810979	0.003089137	0.002978921	0.003130236	0.004526802	0.002823547	0.002006839	0.003096155	0.003751461	0.002627592	0.002791051	0.00345713	0.002352903	0.002168945	0.003538736	0.002429503	0.00223181	0.003978602	0.002499186	0.001895383	0.002477607	0.00300632	0.002668194	0.00274199	0.003374005	0.002765049	0.002772799	0.003308958	0.00273333	0.002171623	0.003685382	0.001925897	0.002316392	0.005505013	0.002570864	0.002079318	0.003223709	0.002546032	0.003174529	0.003746698	0.003694107	0.003166892	0.002734488	0.002103981	0.004433781	0.003068843	0.003105287	0.003103405	0.002816281	0.002991015	0.002474527	0.002111607	0.002799191	0.003573788	0.002204326	0.00233754	0.00299069	0.002789881	0.002579144	0.001643704	0.003323579	0.002701777	0.004078876	0.005314737	0.002410193	0.004179007	0.003564401	0.003144863	0.003506185	0.002716673	0.003227541	0.002537739	0.002368665	0.002856713	0.003358053	0.002139835	0.003265465	0.002843317	0.002813394	0.003622993	0.00265901	0.003729992	0.003051695	0.001555769
L-alanine	1.321865348	1.324474475	1.340839094	1.345756679	1.353524779	1.355652487	1.365558093	1.360940275	1.198425802	0.86354967	0.636238698	0.681956617	1.290925404	0.779539521	1.69189279	1.025402008	1.269858738	0.95896182	1.332467399	1.255382402	1.291153892	1.214630834	1.338709842	0.920934358	1.216240958	1.678049456	0.950916796	1.698740499	1.091780085	1.178958966	1.426435686	1.458961153	1.217120828	1.129915748	1.679014161	0.461373551	1.174871454	1.261122291	1.324491893	1.042554916	1.478713685	1.448547086	1.244394922	1.765899265	1.592957815	1.482821413	1.313445533	0.840544769	1.40106142	1.112452166	1.396428528	1.149057767	1.143064722	1.334255369	1.185938316	1.399011582	1.021379136	1.438816323	1.040612587	0.975038604	1.209160771	1.210164852	1.230293843	0.683340316	1.543268039	1.603733719	1.864802942	1.524299265	1.102368248	1.155598482	1.054439956	1.293298025	1.663074064	1.071213626	0.974449542	1.286571367	0.909041904	1.110875697	1.095388501	1.179340611	1.607180278	1.408277445	1.294307224	1.363997576	1.230245195	1.418353658	1.164621652	0.802329706
Hydroxylamine	0.001618344	0.001562592	0.001544371	0.001903341	0.001829785	0.001902577	0.002038304	0.002217411	0.002605803	0.002482094	0.002157928	0.002232524	0.002396603	0.002381001	0.001655421	0.002207773	0.002085626	0.002165904	0.002017005	0.002196025	0.001548702	0.002217687	0.001934019	0.001762483	0.002509507	0.001841709	0.002234872	0.001716392	0.001936176	0.002329844	0.002082832	0.002078877	0.001749167	0.001408685	0.001683951	0.00174447	0.001873326	0.002641245	0.002502599	0.002318771	0.002218485	0.002586092	0.002097878	0.002163125	0.002408675	0.002253822	0.002232915	0.001733773	0.003065737	0.002468634	0.002078461	0.002029877	0.002171551	0.001977629	0.002166237	0.002247671	0.002465557	0.002070549	0.002325684	0.002061269	0.002100847	0.001962644	0.002233749	0.002197969	0.002216437	0.002279452	0.002155671	0.002040119	0.002303777	0.002766393	0.002159166	0.002071727	0.002439814	0.001908338	0.001876146	0.002287676	0.002499334	0.002629186	0.002223541	0.002414912	0.002432727	0.003121663	0.002403127	0.002865648	0.00292218	0.001706548	0.002386502	0.002853474
Butylamine	0.002938797	0.002943276	0.003130175	0.003191497	0.003251684	0.003261774	0.003441927	0.003406011	0.000131518	0.000601492	0.000160802	0.00050155	0.000206434	0.000628993	0.000240753	0.000479514	0.000339182	0.000322329	0.000343005	0.000318953	0.000259663	0.000183255	0.00024014	0.000273229	0.000213156	0.000233548	0.000179772	0.000292104	0.000270171	0.000258122	0.000243506	0.000274881	0.000288073	0.000296343	0.000212364	0.000290877	0.000223334	0.000281304	0.000282008	0.000260023	0.000372122	0.000240533	0.000374963	0.000355631	0.000302421	0.000280174	0.000310272	0.005410564	0.000317942	0.000292215	0.000258557	0.000297575	0.000281676	0.000363607	0.000300931	0.00026798	0.000204222	0.000255629	0.000236312	0.000309296	0.000338039	0.000194673	0.00017891	0.000212574	0.000289641	0.000319055	0.000244897	0.000355413	0.000194875	0.000334894	0.000232094	0.000322725	0.000229794	0.000232391	0.000266241	0.000315756	0.000328807	0.000373604	0.000299776	0.000247389	0.000379102	0.000424491	0.000286192	0.000229057	0.000321434	0.00520553	0.000366414	0.00030189
2-ketoisovaleric acid	0.006778104	0.006872191	0.007321569	0.007082228	0.007205416	0.007185169	0.007216434	0.007213238	0.010487964	0.005476253	0.004875455	0.00674329	0.007031345	0.006814351	0.004660974	0.006250725	0.006551107	0.004141117	0.006898973	0.006869281	0.00500091	0.005127112	0.006385973	0.004781146	0.007225854	0.008946917	0.005941894	0.009552034	0.006438298	0.006137287	0.005607352	0.008247926	0.003861278	0.004146532	0.007854303	0.00437147	0.007781812	0.006850456	0.008176527	0.00366544	0.009205978	0.004714093	0.005986601	0.00730815	0.005394033	0.006734787	0.007208977	0.005878656	0.006172582	0.006772549	0.005962434	0.003116767	0.00404483	0.006188066	0.003154727	0.003192366	0.004841323	0.002123229	0.003646379	0.003074049	0.003671542	0.003710287	0.00428368	0.00219086	0.003439826	0.00900167	0.008304238	0.009671741	0.004885048	0.005537043	0.003578001	0.005958203	0.003282027	0.0040523	0.004100847	0.00334124	0.004169101	0.005433292	0.006999722	0.003808242	0.008755156	0.004282825	0.007011022	0.004006005	0.004849339	0.006197278	0.003606392	0.002672881
Butyraldehyde	0.000715517	0.00069065	0.000703892	0.000715343	0.000766821	0.000779424	0.0000133	0.000736971	0.000945508	0.00078842	0.000887033	0.000681679	0.001102922	0.000792399	0.000835906	0.000767842	0.000902396	0.000916117	0.000850044	0.000559073	0.000747765	0.00073799	0.000858693	0.000862681	0.001046199	0.00085036	0.000849913	0.000867822	0.000787094	0.000892078	0.001016397	0.000911929	0.000785592	0.000783382	0.000892364	0.000888676	0.000866464	0.000943471	0.000962237	0.000870095	0.000859645	0.00087349	0.000851062	0.000912788	0.000894282	0.000791681	0.00084556	0.000740547	0.001074131	0.001031117	0.000878584	0.00089035	0.000948315	0.000564699	0.000894981	0.000955399	0.000975428	0.000965127	0.00101404	0.000910345	0.001030506	0.00090273	0.000918879	0.000943359	0.000916496	0.000942916	0.001013475	0.000983774	0.000989491	0.001171723	0.000884036	0.000925139	0.000907523	0.000857581	0.000780502	0.000931403	0.00094421	0.001050962	0.000893871	0.000857478	0.000927951	0.001041417	0.001033444	0.001175191	0.000983627	0.000548369	0.000993384	0.001009618
4-aminophenol	0.000036	0.0000386	0.0000218	0.0000618	0.000045	0.0000482	0.0000743	0.0000961	0.000254001	0.000262826	0.00027408	0.000259941	0.000334324	0.000244789	0.000299869	0.000208852	0.000197771	0.000166439	0.000222426	0.000254354	0.000134822	0.000330313	0.000356454	0.000272615	0.000551639	0.000330164	0.00041544	0.000277082	0.000311703	0.000380292	0.000410828	0.000398438	0.000218153	0.000226242	0.000474501	0.000424766	0.000533165	0.000811847	0.001366953	0.000588089	0.000827144	0.000578944	0.001051187	0.000823309	0.000848204	0.000541867	0.000350409	0.0000255	0.000812564	0.000485714	0.000525065	0.000559267	0.000510613	0.000589726	0.000544679	0.000925977	0.000481776	0.000419813	0.000496607	0.000364266	0.000333955	0.000667804	0.000797745	0.000398022	0.00063725	0.000680011	0.000744289	0.000445643	0.000467	0.000685065	0.000943377	0.000525036	0.000421327	0.000312854	0.000310844	0.000687637	0.000702386	0.000779862	0.000795846	0.000631445	0.000651674	0.000840231	0.00069566	0.00092613	0.001314699	0.0000558	0.000481656	0.000622928
